name,description,image,attribute::Grid Dominion,attribute::Cloaking Power,attribute::Code Stratagem,attribute::Veil Assault,attribute::Pulse Fortitude,attribute::Reward Modulation
Genesis Key Card #345,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #346,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Phantom Overthrow,Iron Constitution,Genesis
Genesis Key Card #347,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #348,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Masterful Hack,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #349,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #350,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #351,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #352,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #353,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #354,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #355,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #356,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Phantom Stratagem,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #357,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Fierce Breach,Phantom Command,Genesis
Genesis Key Card #358,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #359,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #360,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Quiet Shadow,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #361,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Masterful Hack,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #362,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #363,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #364,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Phantom Stratagem,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #365,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #366,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #367,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Surgical Strike,Phantom Command,Genesis
Genesis Key Card #368,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #369,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #370,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #371,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Masterful Hack,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #372,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #373,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #374,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #375,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #376,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #377,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #378,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Masterful Hack,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #379,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #380,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #381,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Intact Blueprint,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #382,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #383,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Phantom Invisibility,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #384,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Intact Blueprint,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #385,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #386,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #387,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #388,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Fierce Breach,Resonant Stamina,Genesis
Genesis Key Card #389,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #390,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #391,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #392,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #393,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Phantom Stratagem,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #394,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Masterful Hack,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #395,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Intact Blueprint,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #396,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Partial Scheme,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #397,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #398,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Masterful Hack,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #399,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #400,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Masterful Hack,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #401,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Partial Scheme,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #402,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #403,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Phantom Stratagem,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #404,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #405,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Subtle Slash,Iron Constitution,Genesis
Genesis Key Card #406,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Phantom Stratagem,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #407,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Phantom Stratagem,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #408,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #409,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #410,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #411,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #412,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Partial Scheme,Radiant Charge,Resonant Stamina,Genesis
Genesis Key Card #413,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Fading Mist,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #414,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Masterful Hack,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #415,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Masterful Hack,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #416,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Fierce Breach,Resonant Stamina,Genesis
Genesis Key Card #417,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #418,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #419,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Fading Mist,Masterful Hack,Phantom Overthrow,Radiant Tenacity,Genesis
Genesis Key Card #420,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Deep Camouflage,Emerging Tactic,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #421,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Stealth Barrier,Intact Blueprint,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #422,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #423,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #424,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Partial Scheme,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #425,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Subtle Slash,Radiant Tenacity,Genesis
Genesis Key Card #426,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Phantom Invisibility,Emerging Tactic,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #427,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #428,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Phantom Invisibility,Intact Blueprint,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #429,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Phantom Invisibility,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #430,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #431,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Deep Camouflage,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #432,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Phantom Overthrow,Silent Endurance,Genesis
Genesis Key Card #433,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Intense Blitz,Quiet Shadow,Partial Scheme,Subtle Slash,Resonant Stamina,Genesis
Genesis Key Card #434,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Emerging Tactic,Fierce Breach,Radiant Tenacity,Genesis
Genesis Key Card #435,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Emerging Tactic,Radiant Charge,Silent Endurance,Genesis
Genesis Key Card #436,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Phantom Stratagem,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #437,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #438,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Fierce Breach,Iron Constitution,Genesis
Genesis Key Card #439,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Phantom Invisibility,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #440,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Phantom Stratagem,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #441,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Emerging Tactic,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #442,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #443,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Phantom Invisibility,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #444,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Fading Mist,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #445,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Partial Scheme,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #446,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Phantom Invisibility,Intact Blueprint,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #447,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Stealth Barrier,Emerging Tactic,Subtle Slash,Silent Endurance,Genesis
Genesis Key Card #448,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Radiant Charge,Iron Constitution,Genesis
Genesis Key Card #449,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #450,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Quiet Shadow,Intact Blueprint,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #451,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Partial Scheme,Surgical Strike,Silent Endurance,Genesis
Genesis Key Card #452,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Phantom Conquest,Phantom Invisibility,Emerging Tactic,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #453,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Fading Mist,Masterful Hack,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #454,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Quiet Shadow,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #455,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Intact Blueprint,Surgical Strike,Radiant Tenacity,Genesis
Genesis Key Card #456,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Intact Blueprint,Fierce Breach,Silent Endurance,Genesis
Genesis Key Card #457,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Ambush Onslaught,Quiet Shadow,Partial Scheme,Surgical Strike,Resonant Stamina,Genesis
Genesis Key Card #458,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Steady Barrage,Fading Mist,Emerging Tactic,Surgical Strike,Iron Constitution,Genesis
Genesis Key Card #459,Behold your freedom.,https://drive.google.com/file/d/1E3r886nQBiM0eMe5QGlEtrdNIIYcr5pK/view?usp=sharing,Whispering Strike,Deep Camouflage,Partial Scheme,Subtle Slash,Silent Endurance,Genesis
